deal_id,deal_scope,deal_size,target_country,current_size_under_contract,current_size_in_operation,current_negotiation_status,current_implementation_status,top_parent_companies,intended_size,size_under_contract,intention_of_investment,nature_of_the_deal,negotiation_status,implementation_status,contract_farming,investor_id,operating_company_name,operating_company_country_of_registration/origin,operating_company_classification,duration_of_the_agreement,investor_name,investor_country_of_registration,investor_classification,spatial_accuracy_level,location,geometry
6741,domestic,0,Ghana,0,0,Concluded (Contract signed),In operation (production),Royal Commodities Ltd#40812#,NA,#current#0.0,#current##Food crops,Pure contract farming,1998#current#Concluded (Contract signed),1998#current#In operation (production),Yes,40813,Royal Commodities Ltd,Ghana,Private company,NA,Royal Commodities Ltd,Ghana,Private company,Approximate location,"Western Region, Ghana","c(-2.14502, 5.3902)"
6741,domestic,0,Ghana,0,0,Concluded (Contract signed),In operation (production),Royal Commodities Ltd#40812#,NA,#current#0.0,#current##Food crops,Pure contract farming,1998#current#Concluded (Contract signed),1998#current#In operation (production),Yes,40813,Royal Commodities Ltd,Ghana,Private company,NA,Royal Commodities Ltd,Ghana,Private company,Approximate location,"Volta Region, Ghana","c(0.45024, 6.57814)"
6741,domestic,0,Ghana,0,0,Concluded (Contract signed),In operation (production),Royal Commodities Ltd#40812#,NA,#current#0.0,#current##Food crops,Pure contract farming,1998#current#Concluded (Contract signed),1998#current#In operation (production),Yes,40813,Royal Commodities Ltd,Ghana,Private company,NA,Royal Commodities Ltd,Ghana,Private company,Approximate location,"Brong Ahafo Region, Ghana","c(-1.67607, 7.95592)"
7071,transnational,1856,Kenya,1856,0,Concluded (Contract signed),In operation (production),Flamingo Holdings Limites#41314#,NA,#current#1856.0,"#current#1856.0#Food crops, Non-food agricultural commodities",NA,1990##Concluded (Contract signed)|2007##Change of ownership|2007##Concluded (Contract signed)|2015##Change of ownership|2015#current#Concluded (Contract signed),#current#In operation (production),NA,41315,Flamingo Farms,Kenya,Private company,NA,Flamingo Farms,Kenya,Private company,Approximate location,"Lake Naivasha, Kenya","c(36.37148, -0.77538)"
7071,transnational,1856,Kenya,1856,0,Concluded (Contract signed),In operation (production),Flamingo Holdings Limites#41314#,NA,#current#1856.0,"#current#1856.0#Food crops, Non-food agricultural commodities",NA,1990##Concluded (Contract signed)|2007##Change of ownership|2007##Concluded (Contract signed)|2015##Change of ownership|2015#current#Concluded (Contract signed),#current#In operation (production),NA,41315,Flamingo Farms,Kenya,Private company,NA,Flamingo Farms,Kenya,Private company,Approximate location,"Mount Kenya, Kenya","c(37.30841, -0.15214)"
7396,transnational,3600,Ghana,3600,2534,Concluded (Contract signed),In operation (production),Government of Ghana#1114#|Kinross gold corporation#1635#,NA,2005#current#3600.0,2005#current#3600.0#Mining,Exploitation permit / license / concession (for mineral resources),2004#current#Concluded (Contract signed),2018#current#In operation (production),No,41607,Chirano Gold mine limited,Ghana,Private company,15,Chirano Gold mine limited,Ghana,Private company,Coordinates,Ghana,"c(-2.38229, 6.31121)"
7396,transnational,3600,Ghana,3600,2534,Concluded (Contract signed),In operation (production),Government of Ghana#1114#|Kinross gold corporation#1635#,NA,2005#current#3600.0,2005#current#3600.0#Mining,Exploitation permit / license / concession (for mineral resources),2004#current#Concluded (Contract signed),2018#current#In operation (production),No,41607,Chirano Gold mine limited,Ghana,Private company,15,Chirano Gold mine limited,Ghana,Private company,Coordinates,Ghana,"c(-2.38229, 6.31121)"
7629,transnational,38310,Gabon,38310,18272,Concluded (Contract signed),In operation (production),Republic of Gabon#2381#|Temasek Holdings#41843#,NA,2015##23780.0|2016#current#38310.0,"#current##Agriculture unspecified, Conservation",Lease,2015#current#Concluded (Contract signed),2015-05#current#In operation (production),No,35638,Olam Palm Gabon SA,Gabon,Private company,50,Olam Palm Gabon SA,Gabon,Private company,Exact location,"Mouila, Gabon","c(11.04802, -1.99987)"
7629,transnational,38310,Gabon,38310,18272,Concluded (Contract signed),In operation (production),Republic of Gabon#2381#|Temasek Holdings#41843#,NA,2015##23780.0|2016#current#38310.0,"#current##Agriculture unspecified, Conservation",Lease,2015#current#Concluded (Contract signed),2015-05#current#In operation (production),No,35638,Olam Palm Gabon SA,Gabon,Private company,49,Olam Palm Gabon SA,Gabon,Private company,Exact location,"Mouila, Gabon","c(11.04802, -1.99987)"
8452,transnational,1942.91,Ghana,1942.91,0,Concluded (Contract signed),In operation (production),Anthony Botchway#43138#|Martin Suter#43139#,NA,1985##1.21|#current#1942.91,NA,NA,1985#current#Concluded (Contract signed),#current#In operation (production),Yes,43140,Bomart Farms Ltd,Ghana,Private company,NA,Bomart Farms Ltd,Ghana,Private company,Exact location,"Bawjiasi, Ghana","c(-0.54614, 5.66622)"
8452,transnational,1942.91,Ghana,1942.91,0,Concluded (Contract signed),In operation (production),Anthony Botchway#43138#|Martin Suter#43139#,NA,1985##1.21|#current#1942.91,NA,NA,1985#current#Concluded (Contract signed),#current#In operation (production),Yes,43140,Bomart Farms Ltd,Ghana,Private company,NA,Bomart Farms Ltd,Ghana,Private company,Approximate location,"Kpando, Ghana","c(0.29488, 6.99063)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.26646, 3.32415)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.14836, 3.15565)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.29731, 3.11802)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.49241, 3.27338)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.26646, 3.32415)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.14836, 3.15565)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.29731, 3.11802)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.49241, 3.27338)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.26646, 3.32415)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.14836, 3.15565)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.29731, 3.11802)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.49241, 3.27338)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.26646, 3.32415)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.14836, 3.15565)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.29731, 3.11802)"
8943,transnational,193105,Cameroon,193105,0,Concluded (Contract signed),In operation (production),Vicwood#40710#,NA,2010#current#193105.0,#current##Forest logging / management,Concession,2001#current#Concluded (Contract signed),#current#In operation (production),No,43861,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,15,Compagnie forestière du Cameroun (CFC),Cameroon,Private company,Coordinates,"Yokadouma, Cameroon","c(15.49241, 3.27338)"
9173,domestic,73597,Cameroon,73597,0,Concluded (Contract signed),In operation (production),FIPCAM#41665#,73597,2010-10-05#current#73597.0,2010-10-05#current#73597.0#Forest logging / management,Concession,2010-10-05#current#Concluded (Contract signed),#current#In operation (production),No,41665,FIPCAM,Cameroon,NA,NA,FIPCAM,Cameroon,NA,Approximate location,"Biwong-Bulu, Cameroon","c(11.14746, 3.12772)"
9173,domestic,73597,Cameroon,73597,0,Concluded (Contract signed),In operation (production),FIPCAM#41665#,73597,2010-10-05#current#73597.0,2010-10-05#current#73597.0#Forest logging / management,Concession,2010-10-05#current#Concluded (Contract signed),#current#In operation (production),No,41665,FIPCAM,Cameroon,NA,NA,FIPCAM,Cameroon,NA,Approximate location,"Mvangan, Cameroon","c(11.74171, 2.65722)"
9190,domestic,97530,Cameroon,97530,0,Concluded (Contract signed),In operation (production),"La Société Forestière Wandja (SFW Sarl),#44117#",103500,2012-03##103500.0|2014-01-28#current#97530.0,2012-03##103500.0#Forest logging / management|2014-01-28#current#97530.0#Forest logging / management,Concession,2012-03#current#Concluded (Contract signed),#current#In operation (production),No,44117,"La Société Forestière Wandja (SFW Sarl),",Cameroon,Private company,3,"La Société Forestière Wandja (SFW Sarl),",Cameroon,Private company,Coordinates,"Mandjou, Cameroon","c(13.63997, 5.03652)"
9190,domestic,97530,Cameroon,97530,0,Concluded (Contract signed),In operation (production),"La Société Forestière Wandja (SFW Sarl),#44117#",103500,2012-03##103500.0|2014-01-28#current#97530.0,2012-03##103500.0#Forest logging / management|2014-01-28#current#97530.0#Forest logging / management,Concession,2012-03#current#Concluded (Contract signed),#current#In operation (production),No,44117,"La Société Forestière Wandja (SFW Sarl),",Cameroon,Private company,3,"La Société Forestière Wandja (SFW Sarl),",Cameroon,Private company,Approximate location,"Belabo, Cameroon","c(13.29232, 4.92246)"
