Deal ID,Spatial accuracy level,Location,Point,Facility name,Location description,Comment on location
5032,Coordinates,"Lassio River, Gabon","-0.50116,13.13081",,,"Contract area from Forest Atlas, covers around 176,000ha."
5032,Coordinates,"Ngounie, Gabon","-0.92118,10.53575",,,"Contract area details. Area around 17,000ha."
5032,Coordinates,"Ngounie, Gabon","-1.88082,12.01002",,,"Contract area details. Area around 72,000ha."
5032,Coordinates,"Ngounie, Gabon","-2.2686,12.23589",,,"Contract area details. Area around 42,000ha"
5032,Coordinates,"Ngounie, Gabon","-2.11594,10.64459",,,"Contract area details. Around 97,000ha"
5033,Administrative region,"Mevang, Gabon","0.07265,11.06627",,,
5033,Administrative region,"Ivindo, Gabon","0.73401,12.98961",,,
5033,Administrative region,"Franceville, Gabon","-1.61964,13.60155",,,
5034,Exact location,"Kakanda, Democratic Republic of the Congo","-10.75729,26.30764",,,"Luita (22km from Kakanda), Kakanda Province of the Democratic Republic of the Congo (DRC).
Exploitation permits 463, 467, 468, 469 and 2589"
5035,Exact location,"Taolagnaro, Madagascar","-24.95458,47.02101",,,"Fort Dauphin- Current mining activity is located at the 2000 hectare Mandena site, to the north of the Fort -Dauphin township. Later phases will be located at the Ste-Luce and Petriky."
5040,Administrative region,"Ogun State, Nigeria","6.90983,3.25836",,,"Otta, Ogun state Nigeria with branches all over the country"
5042,Administrative region,"Calabar, Nigeria","4.97572,8.3417",,,"Another report says Akamkpa as location. However, Akamkpa and Calabar are situated very close together therefore I think it is highly likely that it is the same deal."
5054,Administrative region,"Dordabis, Namibia","-22.96238,17.6687",,,"Dordabis area, situated 70km south−east of Windhoek."
5055,Administrative region,"Daboase, Ghana","5.13846,-1.65907",,,"Western Region of Ghana, West Africa.
https://www.socfin.com/sites/default/files/2019-03/PSG%20-%20Map%20-%20KML%20file_0.pdf"
5055,Administrative region,"Manso, Ghana","5.0872,-1.83793",,,
5056,Administrative region,"Abidjan, Côte d'Ivoire","5.35995,-4.00826",,,"plantations and processing plant are located at Anguédedou, some 26 km west of Abidjan."
5059,Exact location,M-Béwani Mali,"13.89205,-6.05748",,,"Office du Niger, M’Béwani Mali "
5060,Administrative region,"Chokwe, Mozambique","-24.53232,32.9832",,,The Wanbao rice farm project is located in southern Mozambique's Xai-Xai district.
5061,Administrative region,"Massinga, Mozambique","-23.32666,35.37405",,,"Massinga, the city nearest to the farm"
5062,Administrative region,"Sofala, Mozambique","-19.20391,34.86242",,,
5087,Administrative region,"Kitwe, Zambia","-12.82319,28.21757",,,Located 18 km off the outskirts of Kitwe city
5088,Administrative region,"Mashonaland East, Zimbabwe","-18.58716,31.26264",,,"Mashonaland East Province
48 Kilometers from Harare"
5089,Administrative region,"Chegutu, Zimbabwe","-18.13801,30.14738",,,Kasama Farm- Located near Chegutu Zimbabwe
5089,Administrative region,"Chinhoyi, Zimbabwe","-17.36527,30.19357",,,Other two farms
5090,Administrative region,"North Kurdufan, Sudan","13.83064,29.41793",,,"located in Jabrat-Al-Sheikh Locality , North Kordofan State"
5098,Administrative region,"Mangara, Chad","8.99216,18.07949",,,
5099,Coordinates,"Badila, Chad","8.3534,16.2869",,,"Badila Field
8.3534° north, 16.2869° east- coordinates are for Badila not the oil field exactly (google maps could not find Badila)."
5100,Administrative region,"Ndiyona, Namibia","-18.04005,20.70331",,,
5101,Exact location,"Kapako, Namibia","-18.02173,21.38333",,,"Kapako Constituency, Mbunza Tribal Authority Kavango 
Region is 10 km west of Rundu, the capital of Kavango 
Region.

Spatial data derived from the Mapathon 2020."
5103,Exact location,"Aussenkehr, Namibia","-28.38089,17.41881",,,"Aussenkehr, Karas Region, Southern Namibia."
5104,Exact location,"Katima Mulilo, Namibia","-17.49208,24.24426",,,"Katima Mulilo, Caprivi region, north east of Namibia.

Spatial data derived from the Mapathon 2020."
5106,Administrative region,"Windhoek, Namibia","-22.56088,17.06575",,,Farm- Klein Okapuka between Windhoek and Okahandja is underway. 30km from Windhoek.
5122,Exact location,"Narok, Kenya","-1.07647,35.24775",,,Enonkishu Conservancy- Narok County
5122,Coordinates,Naretoi Farm,"-1.0705,35.23545",,,Mara Beef Farm Naretoi Farm
5123,Exact location,"Chililabombwe, Zambia","-12.52855,27.87134",,,
5124,Administrative region,"Chililabombwe, Zambia","-12.37233,27.837",,,Near Kebumba stream
5125,Administrative region,"Kalomo, Zambia","-17.02991,26.4784",,,Southern part of Kalomo district in Zambia
5126,Exact location,"Maamba, Zambia","-17.35015,27.18543",,,"Maamba Collieries limited is situated in the mid-Zambezi valley at  -17.35, 27.183333, near Maamba, Sinazongwe District, Southern Province"
5127,Exact location,"Baluba Mine, Luanshya, Zambia","-13.06926,28.32795",,,"Baluba Mine, Luanshya, Luanshya District, Copperbelt Province, Zambia"
5128,Coordinates,"Luanshya, Zambia","-13.06528,28.31861",,,"13°3'55""S   28°19'7""E (http://wikimapia.org/34980751/Muliashi-Mine-Roan-Extension-Mine &https://www.mindat.org/loc-228219.html)"
5129,Country,Benin,"9.30769,2.31583",,,
5130,Administrative region,"Nsele, Kinshasa, Democratic Republic of the Congo","-4.47277,15.30855",,,
5131,Country,Ghana,"7.94653,-1.02319",,,
5132,Administrative region,"Rosso, Mauritania","16.51634,-15.80261",,,
5133,Administrative region,"Kebbi, Nigeria","11.67812,4.06955",,,
5134,Country,Zambia,"-13.1339,27.84933",,,
5135,Administrative region,"Al Qadarif, Sudan","14.02431,35.36857",,,El Gedaref and El Gezira states.
5135,Administrative region,"Al Fao, Sudan","14.11827,34.09198",,,Ministry of Agriculture also entered into an agreement with the Chinese Center for Transfer of Agricultural Technologies  in Al Fao.
5136,Administrative region,"Namakia, Madagascar","-15.91412,45.83984",,,"3 factories: Ambilobe, Morondova, Namakia"
5137,Administrative region,"Ambilobe, Madagascar","-13.20261,49.05141",,,
5138,Country,Madagascar,"-18.76695,46.86911",,,
5174,Administrative region,"Mbane, Senegal","16.26677,-15.79527",,,
5175,Administrative region,"Richard Toll, Senegal","16.45888,-15.69405",,,Temey- location chosen as land and water was available. Land is also fertile. 
5178,Administrative region,"Gera, Ethiopia","7.53333,36.38333",,,Gera Djimma 
5180,Exact location,"Bumbuna, Sierra Leone","8.98366,-11.71309",Tonkolili Iron Ore,,"Bumbuna town, Tonkolili, Sierra Leone"
5181,Exact location,"Koidu, Sierra Leone","8.63142,-10.96805",Koidu Kimberlite Project,,"The Koidu Kimberlite Project is situated within the Tankoro Chiefdom of the Kono District in the Eastern Province of Sierra Leone, approximately 2 km south of the district capital, Koidu and approximately 360 km east of Freetown, the capital city."
5182,Approximate location,"Tongola, Sierra Leone","8.21101,-11.05091",,,"68 km south of Koidu, in the Lower Bambara Chiefdom, Kenema District, in the Eastern Province."
5184,Administrative region,"Mokaba, Sierra Leone","8.06601,-12.21948",,,"Bonthe and Moyamba districts, southwest Sierra Leone"
5185,Coordinates,"Gondama, Sierra Leone","7.77932,-12.1522",,,"All that percel of land is situated within the (--) Gria Zone in the Imperi Chiefdom in Bonthe District and in the Banta Gbangbatoke, Banta Mokele Chiefdoms in the Moyamba District, in Southern Province in the Republic of Sierra Leone.

The contract area shapefile was derived from the contract agreement document between the government of Sierra Leone and Sierra Mineral Holdings 1, Limited."
5189,Administrative region,"Kambui Hills Forest Reserve, Kenema, Sierra Leone","7.94891,-11.19572",,,"Originally to be located at Gola Forest, Kenema District. Moved to Kambui Hills North Forest Reserve (KHNFR) within  the 
Nongowa Chiefdom."
5190,Administrative region,"Panguma, Sierra Leone","8.18548,-11.13484",,,"logging activities took place in the Dodo Hills Reserve (Lower Bambara Chiefdom), Nimmi Hills Reserve (Nimikoro Chiefdom), Garfeli Reserve, Goboi Hills Reserve (Falawadu Chiefdom) and salvage lands in the  Nongowa Chiefdom."
5191,Country,Sierra Leone,"8.46055,-11.77989",,,Location not known. 
5193,Exact location,"Golo Forests, Sierra Leone","7.66528,-10.91194",,,"Kenema and Pujehun Districts, SE Sierra Leone
Kailahun, Sierra Leone"
5214,Coordinates,"Lomako, Democratic Republic of the Congo","0.79408,21.07683",,,Contract area shapefile from DRC Forest Atlas matched based on contract number.
5215,Coordinates,"Bafwasende, Democratic Republic of the Congo","0.99949,25.35883",,,"Bekeni-Kondolole;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5217,Coordinates,"Lukenie, Democratic Republic of the Congo","-3.92858,19.71074",,,Contract area shapefile from DRC Forest Atlas.
5220,Coordinates,"Ingende, Democratic Republic of the Congo","-0.60446,19.61949",,,"Daulu

Contract area shapefile from DRC Forest Atlas."
5221,Coordinates,"Ingende, Democratic Republic of the Congo","-0.75469,19.53435",,,"Eungu

Contract area shapefile from DRC Forest Atlas."
5223,Coordinates,"Bongandanga, Democratic Republic of the Congo","1.6074,21.72866",,,Contract area shapefile from DRC Forest Atlas matched based on contract number.
5224,Coordinates,"Lisala, Democratic Republic of the Congo","2.35316,21.34301",,,"Ngombe Doko

Contract area shapefile from DRC Forest Atlas."
5225,Coordinates,"Bolia, Democratic Republic of the Congo","-1.52145,18.22336",,,Contract area shapefile from DRC Forest Atlas matched based on contract number.
5226,Coordinates,"Bongandanga, Democratic Republic of the Congo","1.23444,21.58715",,,Contract area shapefile from DRC Forest Atlas matched based on contract number.
5228,Coordinates,"Bolomba, Democratic Republic of the Congo","-0.1282,19.32152",,,"Secteur Losanganya, Territoire Bolomba, Province Equateur;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5229,Coordinates,"Oshwe, Democratic Republic of the Congo","-3.11668,18.92876",,,"Oshwe, Between 2°45'and 3°25' South latitude and 18°40'and 19°20' East longitude.
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5230,Coordinates,"Yumbi, Democratic Republic of the Congo","-2.5,16.86667",,,"Mongama;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5231,Coordinates,"Ndika, Democratic Republic of the Congo","-3.38959,20.04919",,,"Secteur Lukenie, territoire Oshwe, District Mai-Ndombe, Province Bandundu.

Contract area shapefile from DRC Forest Atlas matched based on contract number."
5232,Coordinates,"Lukolela, Democratic Republic of the Congo","-2.0,17.0",,,"Basengele;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5233,Coordinates,"Mai-Ndombe, Democratic Republic of the Congo","-2.63574,18.18591",,,"Badia, Kutu;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5234,Coordinates,"Mampoko, Democratic Republic of the Congo","0.65611,18.55698",,,"Secteur Mampoko, Territoire Bolomba, District Equateur, Province Equateur;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5235,Coordinates,"Yahuma, Democratic Republic of the Congo","1.25871,22.86952",,,"Mombese and Buma;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5236,Coordinates,"Mayaya, Democratic Republic of the Congo","-3.45,20.46667",,,"Kangara, Oshwe;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5237,Coordinates,"Lisala, Democratic Republic of the Congo","2.37951,21.56247",,,"Secteur Ngombe DOKO, Territoire Lisala, Province Mongala;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5238,Coordinates,"Lukenie, Democratic Republic of the Congo","-3.12287,19.82381",,,"Secteur Lukenie, Territoire Oshwe, District Mai-Ndombe, Province Bandundu;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5239,Coordinates,"Lisala, Democratic Republic of the Congo","2.40173,20.96179",,,"Secteur Ngombe Doko, Territoire Lisala, District Mongala;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5240,Coordinates,"Basoko, Democratic Republic of the Congo","1.43413,24.17239",,,"Chefferie Wahanga, Territoire Basoko, District Tshopo;
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5241,Coordinates,"Lisala, Democratic Republic of the Congo","2.77132,21.35414",,,"Mongala-Motima, Lisala; 
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5242,Coordinates,"Bongandanga, Democratic Republic of the Congo","1.73472,22.14239",,,"Secteur Boso-Simba, Territoire Bondanganda, District Mongala; 
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5243,Coordinates,"Yahuma, Democratic Republic of the Congo","1.67688,22.6581",,,"Mombesa; 
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5244,Coordinates,"Botoma, Democratic Republic of the Congo","0.65,19.5",,,"Secteur: Lusanganya; territoire: Bolomba; district: Equateur; 
Coordinates from the contract map (pg 12): 0.65N, 19.5E; 
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5247,Coordinates,"Boyoka, Democratic Republic of the Congo","1.26265,18.02278",,,"Dzamba, Bomongo-Kungu 
Sud-Ubangi; 
Contract area shapefile from DRC Forest Atlas matched based on contract number."
5248,Coordinates,"Ligasa, Democratic Republic of the Congo","0.76506,23.82022",,,"Secteur Balinga, Territoire Yahumna-isangi, District Tsopo; 

Contract area shapefile from DRC Forest Atlas matched based on contract number."
5269,Administrative region,"Nuy, South Africa","-33.68333,19.6",,,situated in the beautiful Nuy Valley between Worcester and Robertson in the Western Cape. 
5270,Administrative region,"Normandien, South Africa","-27.98333,29.78333",,,four farms located in Normandien
5271,Administrative region,"Ga-Mashashane, 0746, South Africa","-23.9432,29.12162",,,
5278,Exact location,"Diogo, Senegal","15.3012,-16.82636",,,"It begins 50 km north of Dakar, ends close to St. Louis."
5283,Administrative region,"Quibala, Angola","-10.73522,14.98124",,,"Kibala, Kwanza Sul province.
municipality of Quibala, Kwanza Sul province
"
5284,Administrative region,"Luanda, Angola","-8.83999,13.28944",,,"several farms, located in the provinces of Luanda, Bengo, Kwanza Norte and Kwanza Sul."
5284,Administrative region,"Bengo Province, Angola","-9.10762,13.68731",,,
5284,Administrative region,"Cuanza Norte Province, Angola","-9.30059,14.91341",,,
5284,Administrative region,"Cuanza Sul Province, Angola","-11.35903,15.11574",,,
5285,Exact location,"Waku Kungo, Angola","-11.19791,15.03576",,,"Kuanza province, close to Waco Cungo."
5286,Administrative region,"Malanje, Angola","-9.54182,16.33461",,,Located within the Sodepac (Sociedade de Desenvolvimento do Pólo Agro-Industrial de Capanda). The project is located some 40 km East of Malanje.
5287,Administrative region,"Malanje, Angola","-9.54182,16.33461",,,"Most farms are in Malanje province, in the North and South of Kwanza Sul and around Luanda"
5287,Administrative region,"Cuanza Sul Province, Angola","-11.35903,15.11574",,,
5287,Administrative region,"Luanda, Angola","-8.83999,13.28944",,,
5288,Administrative region,"Pungo Andongo, Angola","-9.6502,15.59531",,,"Near Pungo Adungo, Cacuso"
5289,Administrative region,"Magombera Forest, Tanzania","-7.81569,36.99171",,,"UFP is based mostly in the Magombera forest, on to the east side of the breathtaking Udzungwa Mountains in Tanzania."
5290,Administrative region,"Njombe, Tanzania","-8.91475,34.68565",,,
5291,Administrative region,"Mufindi, Tanzania","-8.47725,35.30272",,,
5291,Administrative region,"Kilombero, Tanzania","-8.06771,37.12586",,,
5293,Administrative region,"Makete, Tanzania","-9.20728,34.06414",Ludodolelo Farm,,Mbalatse ward
5294,Administrative region,"Iringa, Tanzania","-7.76806,35.68607",,,"The  Makota Farm is located at Ihemi Village, approximately 30 km west of Iringa and 420 km southwest of Dar es Salaam"
5295,Administrative region,"Mafinga, Tanzania","-8.30261,35.29174",,,
5316,Coordinates,"Tamale, Ghana","9.79342,-0.92824",,,"The company’s nucleus farm of 1,363 acres (568 hectares) is located between Dipale and Tunayili. Savelugu-Nanton  District, Tamale, Northern Region

Area in operation derived from JRC satellite imagery.

Spatial data derived from the Mapathon 2020."
5316,Exact location,"Gushie, Ghana","9.81742,-0.86185",,,205 acres for office and processing plant
5316,Coordinates,"Gushie, Ghana","9.80438,-0.86798",,,Outgrower farms for Tunayili community
5316,Coordinates,"Gushie, Ghana","9.81564,-0.86081",,,Outgrower farm for Gushie Primary School
5316,Coordinates,"Gushie, Ghana","9.81682,-0.86359",,,Office building of ITFC
5340,Administrative region,"Mokwa, Nigeria","9.29282,5.05466",,,30km west of Mokwa in Niger State
5342,Approximate location,"Komahun, Sierra Leone","8.59908,-11.15192",,,"The Komahun project is located in the Kono District of the Eastern Province of Sierra Leone, approximately 230 km (as the crow flies) due east of the national capital of Freetown and 100 km east-southeast of the regional hub of Makeni."
5344,Administrative region,"Bambari, Central African Republic","5.76434,20.67053",,,60 Km north of town of Bambari
5346,Exact location,"Oudalan, Burkina Faso","14.39044,0.07797",,,"The project is situated 42 km east of the nearest large town and the provincial capital of Oudalan, Gorom-Gorom. 

Spatial data derived from the Mapathon 2020."
5347,Exact location,"Kayes, Mali","14.08541,-11.7474",,,approximately 50 kilometers to the SSW of the town of Kayes.
5348,Exact location,"Kayes, Mali","13.87119,-11.63032",,,
5349,Administrative region,"Kaduna, Nigeria","10.51046,7.41651",,,"Kaduna region and progressing southwards towa
rds other states 
such as Nassarawa"
5351,Administrative region,"Lilongwe, Malawi","-13.96261,33.77412",,,
5353,Administrative region,"Kaolack, Senegal","14.16521,-16.07577",,,
5353,Administrative region,"Ziguinchor, Senegal","12.56415,-16.26398",,,
5353,Administrative region,"Diourbel, Senegal","14.65612,-16.23456",,,
5353,Administrative region,"Louga, Senegal","15.61418,-16.22868",,,
5353,Administrative region,"Dakar, Senegal","14.7645,-17.36603",,,
5354,Administrative region,Migori Kenya,"-0.02356,37.90619",,,
5355,Administrative region,"Gulu, Uganda","2.7724,32.28807",,,
5355,Administrative region,"Hoima, Uganda","1.42736,31.34844",,,
5355,Administrative region,"Arua, Uganda","3.03033,30.9073",,,
5356,Administrative region,"Morogoro, Tanzania","-6.83037,37.67059",,,
5357,Administrative region,"Choma, Zambia","-16.80542,26.99702",,,
5357,Administrative region,"Kaoma, Zambia","-14.81194,24.7974",,,
5357,Administrative region,"Kabwe, Zambia","-14.42851,28.45136",,,"

"
5357,Administrative region,"Mkushi, Zambia","-13.62116,29.38891",,,
5357,Administrative region,"Serenje, Zambia","-13.23256,30.23396",,,
5357,Administrative region,"Lundazi, Zambia","-12.2849,33.17451",,,
5358,Administrative region,"Rusape, Zimbabwe","-18.53525,32.13486",,,"
"
5358,Administrative region,"Mvurwi, Zimbabwe","-17.02782,30.85564",,,
5358,Administrative region,"Karoi, Zimbabwe","-16.81551,29.69047",,,
5359,Administrative region,"Lilongwe, Malawi","-13.96261,33.77412",,,
5359,Administrative region,"Limbe, Malawi","-15.80837,35.05744",,,
5359,Administrative region,"Mzuzu, Malawi","-11.43896,34.00844",,,
5363,Administrative region,"Musongati, Burundi","-3.78554,30.18202",,,
5364,Administrative region,"Ntcheu, Malawi","-14.90375,34.77408",,,Chimwadzulu Hill 145 kilometers south of Malawi’s capital of Lilongwe
5365,Administrative region,"Arlit, Niger","18.739,7.38948",,,IMOURAREN deposit lies 160 km north of Agadez and 80 km from Arlit
5381,Exact location,"Ouarzazate 45000, Morocco","31.01067,-6.86354",,,"Tamzaghten Izerki site, situated in the Ghessate rural council area. The site is located about 10 km away from Ouarzazate town

Spatial data derived from the Mapathon 2020."
5391,Exact location,"Touat-Cheikh Sidi Mohamed Belkebir Airport, Adrar, Algeria","27.88192,-0.12148",,,Spatial data derived from the Mapathon 2020.
5392,Administrative region,"Erati, Mozambique","-13.89986,39.81675",,,"Eráti district, Nampula"
5393,Administrative region,"Mirrote, Mozambique","-13.84054,39.57823",,,
5412,Administrative region,"Yekepa, Liberia","7.57905,-8.5364",,,
5413,Administrative region,"Alto Molocue, Mozambique","-15.64176,37.69187",,,Zambezia
5413,Administrative region,"Lugela, Mozambique","-16.42912,36.75097",,,
5413,Administrative region,"Ile, Mozambique","-16.16774,37.38272",,,Zambezia province
5414,Administrative region,"Diokoul, Senegal","15.37459,-16.51643",,,
5417,Administrative region,"Kolwezi, Democratic Republic of the Congo","-10.72753,25.50889",,,approximately 25 kilometres west of the town of Kolwezi
5418,Administrative region,"Lubumbashi, Democratic Republic of the Congo","-11.6876,27.50262",,,"35 kilometres from Lubumbashi, Katanga Province"
5419,Exact location,"Tenke, Democratic Republic of the Congo","-10.57279,26.18812",,,
5420,Exact location,"Kisenda, Democratic Republic of the Congo","-10.78459,25.80737",,,Katanga province
5421,Coordinates,"Etoile du Congo, Democratic Republic of the Congo","-13.17361,28.93917",,,"Etoile du Congo, Democratic Republic of the Congo
 13°10'25""S   28°56'21""E"
5424,Exact location,"Haut-Katanga, Democratic Republic of the Congo","-12.24882,27.97017",Kinsenda Mine,,It is located near the Zambian border town of Kasumbalesa.
5425,Coordinates,"Kolwezi, Democratic Republic of the Congo","-10.66067,25.8923",,,Contract area derived from contract. The mine seems to be just outside the contract area.
5427,Exact location,"Hwange, Zimbabwe","-18.38357,26.46629",,,
5428,Exact location,"Orapa, Botswana","-21.31135,25.52861",,,"20km East of Orapa

Spatial data derived from the Mapathon 2020."
5429,Exact location,"Akjoujt, Mauritania","20.55638,-15.51333",,,The mine is located 300 kilometres (190 mi) north of the capital of Nouakchott.
5430,Coordinates,"Isiolo Airport, Isiolo, Kenya","0.31794,37.59167",,,"Tigania East Sub County
The area which is located few metres from the Isiolo international airport
The approximate coordinates of the power station are 0°19'47.0""N, 37°35'30.0""E"
5431,Coordinates,"Bukavu, Democratic Republic of the Congo","-2.8743,28.73644",,,"Located 45 kilometres to the south-west of the city of Bukavu in the DRC
2 ̊52’  South  and  28 ̊45’  East"
5432,Exact location,"Namoya, Democratic Republic of the Congo","-4.02765,27.54716",,,"southern end of the Twangiza-Namoya gold belt in Maniema province, approximately 210 kilometers southwest of Twangiza"
5439,Exact location,"Bong Town, Liberia","6.80762,-10.27618",,,Spatial data derived from the Mapathon 2020.
5445,Administrative region,"Lofa, Liberia","8.19112,-9.72327",,,Balagwalaza Town- Lofa County. Located in Bluyeama Community Forest.
5448,Administrative region,"Grand Cape Mount, Liberia","7.04678,-11.07118",,,
5458,Administrative region,"Putu Range, Liberia","5.66722,-8.18694",,,
5491,Exact location,"Letseng-la-Terae, Lesotho","-28.97555,28.80019",,,Spatial data derived from the Mapathon 2020.
5494,Administrative region,"Ségou Region, Mali","13.83945,-6.06792",,,Kareri zone of the Office du Niger
5495,Administrative region,"Ankazomborona, Madagascar","-16.1011,46.6814",,,"commune of ANKAZOMBORONA, district marovoay
the municipality is also called AMBOROMALANDY"
5496,Administrative region,"Boeny, Madagascar","-16.36452,45.90397",,,"boeny, district mahanja II"
5497,Administrative region,"Atsinanana, Madagascar","-18.81315,48.88",,,
5500,Administrative region,"Sembe, Republic of the Congo","1.64804,14.57427",,,
5500,Administrative region,"Souanké, Republic of the Congo","2.05874,14.13208",,,
5500,Administrative region,"Pikounda, Republic of the Congo","0.54053,16.62631",,,
5500,Administrative region,"Pokola, Republic of the Congo","1.41775,16.32872",,,
5500,Administrative region,"Kabo, Republic of the Congo","2.03873,16.08312",,,
5500,Administrative region,"Gatongo, Republic of the Congo","1.67001,16.12475",,,
5500,Administrative region,"Lémé, Republic of the Congo","1.86667,16.13333",,,
5504,Administrative region,"Antsirabe, Madagascar","-19.87301,47.02912",,,
5504,Administrative region,"Ambositra, Madagascar","-20.53626,47.24597",,,
5504,Administrative region,"Ihosy, Madagascar","-22.40089,46.1279",,,
5504,Administrative region,"Antananarivo, Madagascar","-18.87919,47.50791",,," 
"
5504,Administrative region,"Ambalavao, Madagascar","-21.83157,46.9368",,,
5504,Administrative region,"Fianarantsoa, Madagascar","-21.45461,47.0875",,,
5518,Administrative region,"Akamkpa, Nigeria","5.31898,8.34992",,,"Oban, Akampa Local Government, Cross River state, Nigeria, which is about 70 km form Calabar. Some sources state within Cross River National Park"
5520,Administrative region,"Mouila, Gabon","-1.86972,11.05421",,,"Concession is located within 70km of WBI's sawmill and veneer facility in Mouila, Gabon"
5521,Administrative region,"Oromia, Ethiopia","7.54604,40.63469",,,"Mada Jalala, Guto Gida Oromia  "
5522,Administrative region,"Oromia, Ethiopia","7.54604,40.63469",,,"Luko, Guto Gida, Oromia"
5523,Administrative region,"Oromia, Ethiopia","7.54604,40.63469",,,"Jarso Wama, Sibu Sire, Oromia"
5524,Administrative region,"Benishangul-Gumuz, Ethiopia","10.78029,35.56579",,,"Belo Jeganfoy, Belo Giganfoy, BG"
5525,Administrative region,"Antanifotsy, Madagascar","-19.65134,47.32662",,,"Central Highlands of Madagascar. Antanifotsy Basin, Madagascar"
5533,Administrative region,"Lac de Guiers, Senegal","16.22474,-15.84077",,,Located alongside the lake.
5534,Country,Egypt,"26.82055,30.8025",,,Production is spread across six zones. Desert region of Egypt.
5549,Exact location,Lesotho,"-28.98693,28.86292",,,Spatial data derived from the Mapathon 2020.
5550,Coordinates,"Central Kalahari Game Reserve, Botswana","-22.61558,24.77205",,,"The Ghaghoo deposit lies in the Central Kalahari Game Reserve (CKGR)

Spatial data derived from the Mapathon 2020."
5555,Administrative region,"Boke, Guinea","10.9407,-14.2803",,,
5557,Administrative region,"Lake Rkiz, Mauritania","16.8684,-15.28385",,, eastern basin of Lake Rkiz
5558,Administrative region,"Lake Rkiz, Mauritania","16.8684,-15.28385",,,Western Basin
5559,Administrative region,"Vrede, South Africa","-27.45238,29.15069",,,
5563,Administrative region,"Adami Tullu, Ethiopia","7.86506,38.70801",,,
5565,Administrative region,"Ziway, Ethiopia","7.92772,38.72111",,,
5566,Administrative region,"Bahir Dar, Ethiopia","11.57421,37.36135",,,
5567,Administrative region,"Holeta, Ethiopia","9.06329,38.49025",,,"Sadamo Kebele, Wolmera Woreda, West Shoa Zone, Oromia Regional State"
5568,Administrative region,"Waliso, Ethiopia","8.53832,37.97316",,,"Wolesso Unit: Maro Bariyo & Haile Mariam Kebele, Woliso District, Shouth west Shoa zone"
5569,Administrative region,"Addis Ababa, Ethiopia","8.9806,38.75776",,,"In close proximity to the capital city, Addis Ababa"
5575,Administrative region,"Akamkpa, Nigeria","5.31898,8.34992",,,
5577,Administrative region,"Akamkpa, Nigeria","5.31898,8.34992",,,
5579,Administrative region,"Obubra, Nigeria","6.08569,8.32801",,,"Obubra is a Local Government Area of Cross River State, Nigeria"
5585,Coordinates,"Lobéké National Park, Cameroon","1.96854,15.9396",,,"On the boundary of Lobéké National park.

Added Contract area polygon derived from Cameroon Forest Management Units"
5590,Administrative region,"Loudima, Republic of the Congo","-4.1166,13.06738",,,
5598,Administrative region,"Kinshasa, Democratic Republic of the Congo","-4.44193,15.26629",,,"along the banks of the N’Sele River, some 50 kilometers outside the capital of Kinshasa"
5599,Country,Democratic Republic of the Congo,"-4.03833,21.75866",,,
5600,Exact location,"Gurue, Mozambique","-15.44667,37.13072",,,"Gurue, Mocotxa"
5602,Administrative region,"Monapo, Mozambique","-14.91501,40.32928",,,
5603,Administrative region,"Gurue, Mozambique","-15.47149,36.98097",,,
5604,Administrative region,"Monapo, Mozambique","-14.91501,40.32928",,,Muchaleque (Nacololo)
5605,Administrative region,"Monapo, Mozambique","-14.80346,40.22712",,,Nacololo
5606,Administrative region,"Monapo, Mozambique","-14.80346,40.22712",,,Monapo-sede
5607,Administrative region,"Songwe, Tanzania","-8.94784,33.24475",,,
5609,Administrative region,"Malema, Mozambique","-14.75068,37.38272",,,
5614,Administrative region,"Quelimane, Mozambique","-11.16306,40.30417",,,
5615,Administrative region,"Mopeia, Mozambique","-17.97391,35.71338",,,
5616,Administrative region,"Cabo Delgado Province, Mozambique","-12.33355,39.32062",,,
5616,Administrative region,"Nampula, Mozambique","-15.12663,39.26872",,,
5617,Administrative region,"Majune, Mozambique","-13.27689,36.43644",,,The farm is located 120km east of Lichinga and about 200km south of Tanzania in the upper lefthand corner of the East African country.
5620,Administrative region,"Gurue, Mozambique","-15.47149,36.98097",,,
5621,Administrative region,"Gurue, Mozambique","-15.47149,36.98097",,,
5622,Administrative region,"Muanza, Mozambique","-18.90557,34.79065",,,
5622,Administrative region,"Dondo, Mozambique","-19.61154,34.74093",,,
5622,Administrative region,"Sofala Province, Mozambique","-19.20391,34.86242",,,
5623,Administrative region,"Gondola, Mozambique","-19.08321,33.64555",,,
